
. Module name, SLE, CFG, ARI1, BUFFER, MACC, RAM1K18, RAM64X18, GLOBAL, IO
. MSS_U, 0, 0, 0, 0, 0, 0, 0, 1, 3
.	. MSS_U_sb, 0, 0, 0, 0, 0, 0, 0, 1, 3
.	.	. MSS_U_sb_CCC_0_FCCC, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	. MSS_U_sb_FABOSC_0_OSC, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. MSS_U_sb_MSS, 0, 0, 0, 0, 0, 0, 0, 0, 3
