pin,slack
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RCGF[9],
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RXDF[0],
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RXDF[1],
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RXDF[2],
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RXDF[3],
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RXDF[4],
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RXDF[5],
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RXDF[6],
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RXDF[7],
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RX_CLKPF,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RX_DVF,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RX_ERRF,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:RX_EV,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SLEEPHOLDREQ,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SMBALERT_NI0,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SMBALERT_NI1,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SMBSUS_NI0,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SMBSUS_NI1,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI0_CLK_IN,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI0_SDI_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI0_SDO_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI0_SS0_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI0_SS1_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI0_SS2_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI0_SS3_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI1_CLK_IN,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI1_SDI_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI1_SDO_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI1_SS0_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI1_SS1_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI1_SS2_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:SPI1_SS3_F2H_SCP,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:TX_CLKPF,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:USER_MSS_GPIO_RESET_N,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:USER_MSS_RESET_N,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:XCLK_FAB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_59:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO_0[2]:A,36425
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO_0[2]:B,36325
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO_0[2]:C,36263
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO_0[2]:D,34978
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO_0[2]:Y,34978
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_104:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_104:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_64:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_64:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I[3]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I[3]:CLK,8033
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I[3]:D,30805
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I[3]:Q,8033
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2CIIOl_1_sqmuxa[0]:A,29744
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2CIIOl_1_sqmuxa[0]:B,36190
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2CIIOl_1_sqmuxa[0]:C,35969
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2CIIOl_1_sqmuxa[0]:Y,29744
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_152:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_152:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl10l.CI2ClOll11:A,35380
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl10l.CI2ClOll11:B,36268
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl10l.CI2ClOll11:Y,35380
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2Cl0Ol19:A,36317
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2Cl0Ol19:B,37398
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2Cl0Ol19:Y,36317
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_a2[5]:A,34069
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_a2[5]:B,36221
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_a2[5]:Y,34069
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_4[3]:A,32918
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_4[3]:B,32638
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_4[3]:C,30163
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_4[3]:D,29097
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_4[3]:Y,29097
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlll.CI2COl0I58:A,32700
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlll.CI2COl0I58:B,31593
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlll.CI2COl0I58:C,32628
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlll.CI2COl0I58:D,32527
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlll.CI2COl0I58:Y,31593
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_15:IPA,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_15:IPB,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_15:IPC,
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[0]:A,33208
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[0]:B,33476
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[0]:C,34232
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0[0]:Y,33208
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_55:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_55:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_0[3]:A,35190
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_0[3]:B,35115
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_0[3]:C,35002
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_0[3]:D,34750
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_0[3]:Y,34750
TEMP_sb_0/CoreAPB3_0/iPSELS_1[0]:A,27311
TEMP_sb_0/CoreAPB3_0/iPSELS_1[0]:B,27265
TEMP_sb_0/CoreAPB3_0/iPSELS_1[0]:Y,27265
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CO1lI_0_sqmuxa:A,33299
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CO1lI_0_sqmuxa:B,34314
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CO1lI_0_sqmuxa:C,34192
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CO1lI_0_sqmuxa:Y,33299
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_212:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_212:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_1:A,35101
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_1:B,31219
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_1:C,31404
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_1:D,28445
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_1:Y,28445
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_9:IPA,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_9:IPB,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_9:IPC,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_121:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_1:A,32690
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_1:B,31295
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_1:C,30108
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_1:D,28815
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_1:Y,28815
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3[2]:A,31965
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3[2]:B,31854
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3[2]:C,30586
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3[2]:Y,30586
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_21:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_21:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2ClO0I44:A,33991
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2ClO0I44:B,33954
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2ClO0I44:C,33891
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2ClO0I44:Y,33891
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45:A,30452
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45:B,32626
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45:C,32443
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2COl0I45:Y,30452
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_133:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_1[0]:A,35071
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_1[0]:B,35176
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_1[0]:Y,35071
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[0]:A,31693
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[0]:B,37509
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[0]:C,32646
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[0]:Y,31693
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[4]:A,37426
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[4]:B,37522
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[4]:C,34913
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[4]:D,34970
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[4]:Y,34913
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_266:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_266:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9[4]:A,35951
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9[4]:B,31014
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9[4]:C,36172
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9[4]:D,35041
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9[4]:Y,31014
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[2]:A,31693
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[2]:B,37494
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[2]:C,30580
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[2]:Y,30580
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_49:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[1]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[1]:CLK,30580
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[1]:D,31631
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[1]:Q,30580
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPA,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPB,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPC,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlIl_0_o2:A,33396
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlIl_0_o2:B,33299
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlIl_0_o2:Y,33299
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2COI0I125:A,28227
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2COI0I125:B,29527
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2COI0I125:C,29450
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2COI0I125:Y,28227
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_45:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_45:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_274:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_274:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[1]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[1]:CLK,33794
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[1]:D,36114
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[1]:Q,33794
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOIl:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOIl:CLK,36242
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOIl:D,32646
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOIl:Q,36242
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOll_1_sqmuxa_i:A,35380
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOll_1_sqmuxa_i:B,36296
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOll_1_sqmuxa_i:Y,35380
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m5s2:A,33903
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m5s2:B,33686
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m5s2:C,29998
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m5s2:Y,29998
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1_a5_1:A,31618
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1_a5_1:B,31515
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1_a5_1:C,31464
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1_a5_1:D,31295
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1_a5_1:Y,31295
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_113:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_113:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_29:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_29:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m2s2:A,33035
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m2s2:B,31788
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m2s2:C,34070
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m2s2:Y,31788
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_83:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_221:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_221:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[2]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[2]:CLK,30721
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[2]:D,30580
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[2]:Q,30721
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl11_1.CO1:A,31900
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl11_1.CO1:B,31856
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl11_1.CO1:Y,31856
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_2_sqmuxa:A,34950
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_2_sqmuxa:B,34847
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_2_sqmuxa:C,32270
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_2_sqmuxa:D,27275
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_2_sqmuxa:Y,27275
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i_a3_0_0[4]:A,30474
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i_a3_0_0[4]:B,30491
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i_a3_0_0[4]:C,31431
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i_a3_0_0[4]:Y,30474
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_252:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_252:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_252:IPC,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_171:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_171:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Il:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Il:CLK,32548
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Il:D,33688
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Il:Q,32548
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_147:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_147:IPB,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_13:IPA,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_13:IPC,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:A,33422
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:IPA,33422
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_25:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_i[6]:A,35058
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_i[6]:B,35091
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_i[6]:C,35144
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_i[6]:D,35102
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_i[6]:Y,35058
