pin,slack
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIIl_RNO_0:B,35061
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIIl_RNO_0:C,34983
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIIl_RNO_0:Y,34983
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI0Ol:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI0Ol:CLK,32253
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI0Ol:D,38617
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI0Ol:EN,37355
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI0Ol:Q,32253
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2ClOIl_1.CO1:A,36373
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2ClOIl_1.CO1:B,36296
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2ClOIl_1.CO1:C,36242
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2ClOIl_1.CO1:Y,36242
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_110:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0l.CI2CIIIl_4:A,33768
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0l.CI2CIIIl_4:B,37478
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0l.CI2CIIIl_4:Y,33768
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_198:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_198:IPB,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK0,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK1,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK2,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:CLK3,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GL0,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD0_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD1_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD2_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:GPD3_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:LOCK,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_HOLD_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX0_SEL,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_HOLD_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX1_SEL,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_HOLD_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX2_SEL,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_HOLD_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:NGMUX3_SEL,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[2],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[3],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[4],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[5],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[6],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PADDR[7],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PCLK,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PENABLE,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_ARST_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_BYPASS_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PLL_POWERDOWN_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PRESET_N,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PSEL,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[0],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[1],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[2],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[3],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[4],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[5],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[6],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWDATA[7],
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:PWRITE,
TEMP_sb_0/CCC_0/CCC_INST/INST_CCC_IP:RCOSC_25_50MHZ,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_218:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_218:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIO1UI[0]:A,31378
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIO1UI[0]:B,30279
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIO1UI[0]:C,31308
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIO1UI[0]:Y,30279
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_257:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_257:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIBNLN[2]:A,35172
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIBNLN[2]:B,36268
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIBNLN[2]:C,35116
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIBNLN[2]:Y,35116
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_44:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_44:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[6]:A,31025
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[6]:B,37522
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[6]:C,35856
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[6]:Y,31025
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2[4]:A,33674
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2[4]:B,34909
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2[4]:Y,33674
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIQ3UI[2]:A,31696
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIQ3UI[2]:B,31576
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIQ3UI[2]:C,31567
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIQ3UI[2]:D,31448
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIQ3UI[2]:Y,31448
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_204:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_204:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_204:IPC,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_2[1]:A,34803
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_2[1]:B,36518
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_2[1]:C,34684
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_2[1]:Y,34684
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_17:IPB,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_17:IPC,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2[0]:A,36205
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2[0]:B,36175
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2[0]:C,32528
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2[0]:D,34928
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0_o2[0]:Y,32528
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[4]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[4]:CLK,29517
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[4]:D,31025
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[4]:EN,28545
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[4]:Q,29517
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_158:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m6_2_1[1]:A,31635
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m6_2_1[1]:B,32539
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m6_2_1[1]:C,29306
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m6_2_1[1]:D,30118
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m6_2_1[1]:Y,29306
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIBNLN_0[4]:A,32858
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIBNLN_0[4]:B,32741
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIBNLN_0[4]:C,31532
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIBNLN_0[4]:Y,31532
TEMP_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:ALn,
TEMP_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:CLK,37538
TEMP_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:D,38656
TEMP_sb_0/CORERESETP_0/RESET_N_M2F_clk_base:Q,37538
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[1]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[1]:CLK,28344
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[1]:D,33592
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[1]:Q,28344
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[1]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[1]:CLK,37440
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[1]:D,37513
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[1]:Q,37440
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i[1]:A,30586
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i[1]:B,29306
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i[1]:C,32842
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i[1]:D,29318
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_i[1]:Y,29306
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2Cl1Ol_2:A,31459
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2Cl1Ol_2:B,29998
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2Cl1Ol_2:C,31336
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2Cl1Ol_2:D,31220
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2Cl1Ol_2:Y,29998
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIAH6E[2]:A,30257
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIAH6E[2]:B,30157
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIAH6E[2]:C,30095
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIAH6E[2]:Y,30095
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOll:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOll:CLK,36209
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOll:D,38578
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOll:EN,37401
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOll:Q,36209
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[4]:A,31025
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[4]:B,37522
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[4]:C,35799
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[4]:Y,31025
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[7]:A,31025
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[7]:B,37522
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[7]:C,35387
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[7]:Y,31025
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPC,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_242:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_242:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1_0:A,35062
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1_0:B,33688
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1_0:C,34982
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2COl0I50_1_0:Y,33688
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_129:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_129:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[3]:A,37457
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[3]:B,37382
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[3]:C,37486
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[3]:D,37406
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[3]:Y,37382
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_263:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_263:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_101:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_101:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_24:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un19_CI2CllIl:A,32548
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un19_CI2CllIl:B,32370
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un19_CI2CllIl:C,32253
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un19_CI2CllIl:Y,32253
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_235:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_235:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_i:A,34916
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_i:B,37538
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_i:C,28445
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_i:D,29744
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2COIOl_10_iv_i:Y,28445
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_92:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_92:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_32:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_32:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[1]:A,37513
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[1]:B,37382
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[1]:C,37486
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[1]:D,37406
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0I_RNO[1]:Y,37382
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_8:A,33512
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_8:IPA,33512
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_8:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO_0[1]:A,36435
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO_0[1]:B,36325
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO_0[1]:C,36263
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO_0[1]:D,34973
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I_RNO_0[1]:Y,34973
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.CI2COl0I45_0_a2:A,31441
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.CI2COl0I45_0_a2:B,31384
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.CI2COl0I45_0_a2:C,31220
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.CI2COl0I45_0_a2:D,30134
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.CI2COl0I45_0_a2:Y,30134
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_1:A,33920
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_1:B,32858
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_1:C,34933
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_1:D,34814
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_1:Y,32858
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_182:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_150:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_150:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[3]:A,34750
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[3]:B,37491
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[3]:C,33559
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[3]:D,34069
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[3]:Y,33559
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_166:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_58:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIDK6E[3]:A,30178
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIDK6E[3]:B,31170
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIDK6E[3]:Y,30178
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_NE_3:A,35359
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_NE_3:B,35286
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_NE_3:C,33920
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_seradr0_NE_3:Y,33920
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_0_sqmuxa:A,32459
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_0_sqmuxa:B,34940
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_0_sqmuxa:Y,32459
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_258:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_258:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_260:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_260:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2CIIOl_7_iv_i_RNO:A,36226
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2CIIOl_7_iv_i_RNO:B,33654
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2CIIOl_7_iv_i_RNO:C,34174
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2CIIOl_7_iv_i_RNO:D,29616
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2CIIOl_7_iv_i_RNO:Y,29616
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIIl_RNO:A,36317
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIIl_RNO:B,33917
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIIl_RNO:C,34747
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIIl_RNO:D,34983
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIIl_RNO:Y,33917
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[2]:ALn,36773
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[2]:CLK,29318
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[2]:D,31025
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[2]:EN,28545
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[2]:Q,29318
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_76:IPA,
