pin,slack
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][0]:EN,33069
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][0]:Q,35607
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:A,32331
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:B,33386
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:C,35212
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:D,34896
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:FCI,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/PRDATA_3_1_0_wmux_0[3]:Y,32331
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_90:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_90:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2COO0I_2:A,30430
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2COO0I_2:B,30479
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2COO0I_2:C,31632
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2COO0I_2:D,31282
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.un1_CI2COO0I_2:Y,30430
TEMP_sb_0/CCC_0/GL0_INST/U0_RGB1:An,
TEMP_sb_0/CCC_0/GL0_INST/U0_RGB1:YL,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_10:IPA,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_10:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_30:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_30:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[1]:A,35128
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[1]:B,33967
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[1]:C,32727
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[1]:D,28488
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[1]:Y,28488
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0ll.CI2CO0Ol_3[1]:A,37418
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0ll.CI2CO0Ol_3[1]:B,37506
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0ll.CI2CO0Ol_3[1]:Y,37418
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0[0]:A,37559
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0[0]:B,36427
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0[0]:C,34122
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0[0]:D,32628
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_0[0]:Y,32628
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.INTR_reg_52[1]:A,35860
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.INTR_reg_52[1]:B,37537
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.INTR_reg_52[1]:C,30511
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.INTR_reg_52[1]:D,31771
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.INTR_reg_52[1]:Y,30511
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_188:IPA,
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:A,34515
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:B,33313
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:C,32142
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:D,31099
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:Y,31099
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_0:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[1]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[1]:CLK,32854
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[1]:D,33646
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[1]:Q,32854
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_pos_9_iv_i[0]:A,37582
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_pos_9_iv_i[0]:B,37537
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_pos_9_iv_i[0]:C,35691
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_pos_9_iv_i[0]:D,36244
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.edge_pos_9_iv_i[0]:Y,35691
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[0]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[0]:CLK,33689
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[0]:D,36192
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[0]:Q,33689
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[2]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[2]:CLK,33808
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[2]:D,36338
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[2]:Q,33808
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlOl:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlOl:CLK,36282
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlOl:D,37060
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlOl:EN,30812
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COlOl:Q,36282
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[1]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[1]:CLK,35080
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[1]:D,34937
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[1]:Q,35080
TEMP_sb_0/COREI2C_0_0/PRDATA[2]:A,36438
TEMP_sb_0/COREI2C_0_0/PRDATA[2]:B,34467
TEMP_sb_0/COREI2C_0_0/PRDATA[2]:C,33072
TEMP_sb_0/COREI2C_0_0/PRDATA[2]:D,31099
TEMP_sb_0/COREI2C_0_0/PRDATA[2]:Y,31099
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_INT.un9_intr_2_3:A,35293
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_INT.un9_intr_2_3:B,35210
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_INT.un9_intr_2_3:C,35213
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_INT.un9_intr_2_3:D,35037
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_INT.un9_intr_2_3:Y,35037
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1Il_1_sqmuxa_i_a2:A,36189
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1Il_1_sqmuxa_i_a2:B,35069
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1Il_1_sqmuxa_i_a2:C,36074
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1Il_1_sqmuxa_i_a2:D,35973
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1Il_1_sqmuxa_i_a2:Y,35069
GPIO_OUT_obuf[0]/U0/U_IOENFF:A,
GPIO_OUT_obuf[0]/U0/U_IOENFF:Y,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_137:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_137:IPB,
GPIO_IN_ibuf/U0/U_IOINFF:A,
GPIO_IN_ibuf/U0/U_IOINFF:Y,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_0[0]:A,35380
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_0[0]:B,34180
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_0[0]:C,35296
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_0[0]:D,35130
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_0[0]:Y,34180
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2CO0Il_1_1.CO2:A,34090
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2CO0Il_1_1.CO2:B,36156
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/un1_CI2CO0Il_1_1.CO2:Y,34090
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_69:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_69:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2CI1lI_2:A,36468
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2CI1lI_2:B,36368
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2CI1lI_2:C,36353
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2CI1lI_2:D,36244
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIl0l.un1_CI2CI1lI_2:Y,36244
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[2]:A,35146
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[2]:B,29141
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[2]:C,37399
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9[2]:Y,29141
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_pos40:A,36281
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_pos40:B,36244
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_pos40:Y,36244
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_174:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_174:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[3]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[3]:CLK,27378
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[3]:D,31501
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO0Il[3]:Q,27378
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_180:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9_i_a2_1_1[3]:A,35254
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9_i_a2_1_1[3]:B,34089
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9_i_a2_1_1[3]:C,35226
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9_i_a2_1_1[3]:Y,34089
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_enl[3]:A,33945
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_enl[3]:B,31501
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_enl[3]:C,37397
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_enl[3]:D,34090
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_enl[3]:Y,31501
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_65:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_65:IPB,
TEMP_sb_0/CORERESETP_0/POWER_ON_RESET_N_clk_base:ALn,
TEMP_sb_0/CORERESETP_0/POWER_ON_RESET_N_clk_base:CLK,38521
TEMP_sb_0/CORERESETP_0/POWER_ON_RESET_N_clk_base:D,38655
TEMP_sb_0/CORERESETP_0/POWER_ON_RESET_N_clk_base:Q,38521
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2Cl0Ol17_0_a2:A,33729
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2Cl0Ol17_0_a2:B,33629
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2Cl0Ol17_0_a2:C,33614
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2Cl0Ol17_0_a2:Y,33614
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2[5]:A,34175
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2[5]:B,35302
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_i_o2[5]:Y,34175
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIRVE9[0]:A,29144
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIRVE9[0]:B,29101
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0I_RNIRVE9[0]:Y,29101
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[2]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[2]:CLK,37539
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[2]:D,37474
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIlOl[2]:Q,37539
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPC,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I_Z[2]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I_Z[2]:CLK,31858
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I_Z[2]:D,37060
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I_Z[2]:EN,32076
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I_Z[2]:Q,31858
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I_Z[0]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I_Z[0]:CLK,31814
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I_Z[0]:D,36885
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I_Z[0]:EN,32076
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I_Z[0]:Q,31814
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][6]:ALn,36765
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][6]:CLK,34035
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][6]:D,37002
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][6]:EN,33069
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][6]:Q,34035
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[1]:A,31279
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[1]:B,29424
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[1]:C,33166
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[1]:D,31948
TEMP_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[1]:Y,29424
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_209:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_209:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[5]:A,31055
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[5]:B,37521
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[5]:C,35876
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClI0I_19[5]:Y,31055
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_227:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_227:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_117:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_117:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_233:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1Il:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1Il:CLK,33600
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1Il:D,37441
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1Il:EN,35107
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO1Il:Q,33600
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0]2:A,34319
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0]2:B,34270
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0]2:C,33069
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0]2:Y,33069
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClIOl_10_0_RNO:A,27396
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClIOl_10_0_RNO:B,28949
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.CI2ClIOl_10_0_RNO:Y,27396
TEMP_sb_0/CoreGPIO_0_0/INTR_reg_0_sqmuxa:A,33405
TEMP_sb_0/CoreGPIO_0_0/INTR_reg_0_sqmuxa:B,33151
TEMP_sb_0/CoreGPIO_0_0/INTR_reg_0_sqmuxa:C,30644
TEMP_sb_0/CoreGPIO_0_0/INTR_reg_0_sqmuxa:D,30511
TEMP_sb_0/CoreGPIO_0_0/INTR_reg_0_sqmuxa:Y,30511
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1ll.CI2CIlOl_3[2]:A,37474
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1ll.CI2CIlOl_3[2]:B,37537
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1ll.CI2CIlOl_3[2]:Y,37474
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3_2_0_RNI29DP7[2]:A,31500
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3_2_0_RNI29DP7[2]:B,31292
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3_2_0_RNI29DP7[2]:C,30206
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3_2_0_RNI29DP7[2]:Y,30206
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[2]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[2]:CLK,33643
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[2]:D,32671
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI[2]:Q,33643
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_2[0]:A,34326
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_2[0]:B,34234
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_2[0]:C,34180
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_ns_0_o2_2[0]:Y,34180
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIO1l.un1_CI2Cl1Ol_0:A,32730
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIO1l.un1_CI2Cl1Ol_0:B,34062
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIO1l.un1_CI2Cl1Ol_0:Y,32730
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[2]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[2]:CLK,35136
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[2]:D,34960
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COl0I[2]:Q,35136
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:IPB,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_6:IPA,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_6:IPC,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOIl[1]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOIl[1]:CLK,33884
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOIl[1]:D,33819
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOIl[1]:Q,33884
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOll_RNIG30ID:A,33899
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOll_RNIG30ID:B,33983
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOll_RNIG30ID:C,35102
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOll_RNIG30ID:Y,33899
TEMP_sb_0/CoreAPB3_0/iPSELS_raw_2_adflt:A,27633
TEMP_sb_0/CoreAPB3_0/iPSELS_raw_2_adflt:B,27260
TEMP_sb_0/CoreAPB3_0/iPSELS_raw_2_adflt:C,27525
