pin,slack
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0][0]:Q,35511
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.un1_CI2CII0I_1_0:A,35114
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.un1_CI2CII0I_1_0:B,35071
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.un1_CI2CII0I_1_0:Y,35071
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[0]:A,31534
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[0]:B,37501
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[0]:C,32583
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[0]:Y,31534
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[4]:A,34032
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[4]:B,37521
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[4]:C,35096
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CI1lI_RNO[4]:Y,34032
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_266:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_266:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9[4]:A,35287
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9[4]:B,36259
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9[4]:C,30956
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9[4]:D,35663
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIll.CI2CII0I_9[4]:Y,30956
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[2]:A,31534
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[2]:B,37493
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[2]:C,30517
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0l.CI2COOIl_18[2]:Y,30517
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39_1_RNO[0]:A,35339
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39_1_RNO[0]:B,35352
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].APB_32.INTR_reg_39_1_RNO[0]:Y,35339
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_49:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[1]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[1]:CLK,30517
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[1]:D,31553
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[1]:Q,30517
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPA,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPB,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_14:IPC,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.un1_CI2COl0I39_0:A,32620
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.un1_CI2COl0I39_0:B,35052
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClIll.un1_CI2COl0I39_0:Y,32620
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][3]:ALn,36765
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][3]:CLK,35158
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][3]:D,36976
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][3]:EN,33069
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][3]:Q,35158
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2COII.CI2CO15_3:A,34585
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2COII.CI2CO15_3:B,34312
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2COII.CI2CO15_3:C,34163
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2COII.CI2CO15_3:D,34115
TEMP_sb_0/COREI2C_0_0/CI2ClOI.genblk1.CI2COII.CI2CO15_3:Y,34115
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2COI0I125:A,27104
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2COI0I125:B,28428
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2COI0I125:C,28351
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cll0l.CI2COI0I125:Y,27104
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_45:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_45:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_274:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_274:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[1]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[1]:CLK,33863
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[1]:D,36359
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0Il[1]:Q,33863
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOIl:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOIl:CLK,36241
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOIl:D,32462
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIOIl:Q,36241
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOll_1_sqmuxa_i:A,36379
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOll_1_sqmuxa_i:B,36224
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClOll_1_sqmuxa_i:Y,36224
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m5s2:A,34142
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m5s2:B,33941
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m5s2:C,30430
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m5s2:Y,30430
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_113:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_113:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_29:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_29:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m2s2:A,33024
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m2s2:B,34089
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CO00l.CI2ClO0I_9_m2s2:Y,33024
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_83:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_221:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_221:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[2]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[2]:CLK,30615
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[2]:D,30517
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COOIl[2]:Q,30615
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_2_sqmuxa:A,34949
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_2_sqmuxa:B,34823
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_2_sqmuxa:C,32303
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_2_sqmuxa:D,27260
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_2_sqmuxa:Y,27260
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_Z[2]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_Z[2]:CLK,28607
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_Z[2]:D,31055
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_Z[2]:EN,28530
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_Z[2]:Q,28607
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_Z[0]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_Z[0]:CLK,28488
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_Z[0]:D,31055
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_Z[0]:EN,28530
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I_Z[0]:Q,28488
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_252:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_252:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_252:IPC,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_171:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_171:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Il:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Il:CLK,32629
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Il:D,32268
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Il:Q,32629
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_147:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_147:IPB,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_13:IPA,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_13:IPC,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:A,31337
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:IPA,31337
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_25:IPA,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CllIl_0:A,33599
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CllIl_0:B,33507
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CllIl_0:C,33430
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CllIl_0:D,33353
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CllIl_0:Y,33353
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_108:IPA,
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0][6]:ALn,36765
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0][6]:CLK,34035
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0][6]:D,37002
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0][6]:EN,33069
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0][6]:Q,34035
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_169:IPA,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_1:IPA,
TEMP_sb_0/CCC_0/CCC_INST/IP_INTERFACE_1:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_68:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_68:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0[1]:A,37614
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0[1]:B,37446
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0[1]:C,33899
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0[1]:D,33646
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0[1]:Y,33646
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I[5]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I[5]:CLK,34038
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I[5]:D,37038
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I[5]:EN,32076
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CII0I[5]:Q,34038
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_2:A,33886
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_2:B,30547
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_2:C,32822
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COIll.un1_CI2COl0I46_2:Y,30547
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0ll.CI2CO0Ol_3[2]:A,37418
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0ll.CI2CO0Ol_3[2]:B,37506
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0ll.CI2CO0Ol_3[2]:Y,37418
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_96:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_36:IPA,
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][7]:ALn,36765
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][7]:CLK,34015
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][7]:D,36532
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][7]:EN,33069
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].REG_GEN.CONFIG_reg[1][7]:Q,34015
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_3_1[2]:A,31629
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_3_1[2]:B,32683
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_3_1[2]:C,30206
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_3_1[2]:D,31079
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_3_1[2]:Y,30206
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_81:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_81:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPB,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPC,
TEMP_sb_0/COREI2C_0_0/PRDATA[1]:A,36618
TEMP_sb_0/COREI2C_0_0/PRDATA[1]:B,34647
TEMP_sb_0/COREI2C_0_0/PRDATA[1]:C,33252
TEMP_sb_0/COREI2C_0_0/PRDATA[1]:D,31279
TEMP_sb_0/COREI2C_0_0/PRDATA[1]:Y,31279
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIIl:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIIl:CLK,31756
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIIl:D,33987
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIIl:EN,34819
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CIIIl:Q,31756
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_both[1]:ALn,36765
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_both[1]:CLK,35365
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_both[1]:D,35715
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_both[1]:EN,31749
TEMP_sb_0/CoreGPIO_0_0/xhdl1.GEN_BITS[1].APB_32.edge_both[1]:Q,35365
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_115:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_115:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_0[2]:A,31520
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_0[2]:B,30449
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_0[2]:C,30170
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_0[2]:D,29141
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_0[2]:Y,29141
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_i_0_o2_0[4]:A,36496
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_i_0_o2_0[4]:B,36492
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_i_0_o2_0[4]:Y,36492
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CllIl:A,33614
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CllIl:B,32342
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CllIl:C,34593
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CllIl:D,33353
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2CllIl:Y,32342
TEMP_sb_0/COREI2C_0_0/CI2CllI[0].un13_PSELi:A,28594
TEMP_sb_0/COREI2C_0_0/CI2CllI[0].un13_PSELi:B,28354
TEMP_sb_0/COREI2C_0_0/CI2CllI[0].un13_PSELi:C,27430
TEMP_sb_0/COREI2C_0_0/CI2CllI[0].un13_PSELi:Y,27430
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2CII0I:A,31706
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2CII0I:B,29101
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2CII0I:C,34765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2CII0I:D,32382
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COO0l.un1_CI2CII0I:Y,29101
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_243:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_243:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_o3[3]:A,33803
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_o3[3]:B,32671
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_o3[3]:C,33711
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl0lI_ns_0_o3[3]:Y,32671
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_153:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_153:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Ol:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Ol:CLK,31632
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Ol:D,37177
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Ol:EN,37354
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2Cl1Ol:Q,31632
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_271:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_271:IPB,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3_2_0_RNILU4U7[2]:A,30273
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3_2_0_RNILU4U7[2]:B,30248
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3_2_0_RNILU4U7[2]:C,29057
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3_2_0_RNILU4U7[2]:D,29964
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_cnst_0_a3_2_0_RNILU4U7[2]:Y,29057
TEMP_sb_0/BIBUF_COREI2C_0_0_SDA_IO/U0/U_IOINFF:A,
TEMP_sb_0/BIBUF_COREI2C_0_0_SDA_IO/U0/U_IOINFF:Y,
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_RNO[0]:A,35126
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_RNO[0]:B,33994
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_RNO[0]:C,33738
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_RNO[0]:D,31449
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClO0l.CI2CO0Il_6_RNO[0]:Y,31449
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_2_0[3]:A,32869
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_2_0[3]:B,32921
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2COI0I_3_2_0[3]:Y,32869
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[6]:ALn,36765
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[6]:CLK,29724
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[6]:D,31055
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[6]:EN,28530
TEMP_sb_0/COREI2C_0_0/CI2CIlI[0].ui2c/CI2ClI0I[6]:Q,29724
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_12:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_100:IPA,
TEMP_sb_0/TEMP_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_100:IPB,
