pin,slack
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[4]:Q,17531
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_3:A,13248
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_3:IPA,13248
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_3:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_1:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_238:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_238:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNI86GLE[3]:A,14055
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNI86GLE[3]:B,12786
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNI86GLE[3]:C,13888
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNI86GLE[3]:Y,12786
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/framesync[2]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/framesync[2]:CLK,8435
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/framesync[2]:D,12913
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/framesync[2]:Q,8435
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_fsmmod_2_0:A,14187
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_fsmmod_2_0:B,12905
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_fsmmod_2_0:C,15142
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_fsmmod_2_0:Y,12905
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_176:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_176:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ens1_pre_3_sqmuxa:A,13092
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ens1_pre_3_sqmuxa:B,13099
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ens1_pre_3_sqmuxa:C,13959
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ens1_pre_3_sqmuxa:D,13045
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ens1_pre_3_sqmuxa:Y,13045
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[5]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[5]:CLK,14063
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[5]:D,17059
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[5]:EN,12386
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[5]:Q,14063
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sersta45_3_0:A,12563
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sersta45_3_0:B,11646
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sersta45_3_0:C,12867
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sersta45_3_0:Y,11646
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_207:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a4_0_1[4]:A,14076
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a4_0_1[4]:B,15082
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a4_0_1[4]:Y,14076
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet_RNO[0]:A,17434
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet_RNO[0]:Y,17434
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_61:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_144:IPA,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3[0]:A,15209
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3[0]:B,14009
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3[0]:C,12966
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3[0]:Y,12966
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SDAO_int_1_sqmuxa_1_i:A,17355
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SDAO_int_1_sqmuxa_1_i:B,16077
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SDAO_int_1_sqmuxa_1_i:C,12889
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SDAO_int_1_sqmuxa_1_i:Y,12889
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[4]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[4]:CLK,9738
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[4]:D,13770
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[4]:Q,9738
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync29_1_1:A,13119
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync29_1_1:B,13019
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync29_1_1:C,13258
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync29_1_1:D,13166
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.un1_framesync29_1_1:Y,13019
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_174:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_174:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[4]:A,13497
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[4]:B,14554
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[4]:C,16194
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[4]:CC,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[4]:D,16279
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[4]:P,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[4]:UB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux_0[4]:Y,13497
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta[1]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta[1]:CLK,9837
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta[1]:D,8648
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta[1]:EN,12710
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta[1]:Q,9837
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_127:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_127:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_116:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_116:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/m56_2_1_1_1_wmux_CC_0:CC[0],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/m56_2_1_1_1_wmux_CC_0:CC[1],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/m56_2_1_1_1_wmux_CC_0:P[0],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/m56_2_1_1_1_wmux_CC_0:P[1],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/m56_2_1_1_1_wmux_CC_0:UB[0],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/m56_2_1_1_1_wmux_CC_0:UB[1],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_RNO[3]:A,12858
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_RNO[3]:B,17243
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_RNO[3]:C,11410
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_RNO[3]:D,15834
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_RNO[3]:Y,11410
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon9:A,16052
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon9:B,13968
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon9:C,12905
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon9:D,12858
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon_write_proc.sercon9:Y,12858
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sercon_1_2:A,15209
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sercon_1_2:B,15317
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sercon_1_2:C,15039
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sercon_1_2:D,13882
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sercon_1_2:Y,13882
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a3_0[2]:A,14257
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a3_0[2]:B,14356
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a3_0[2]:C,14136
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_i_a3_0[2]:Y,14136
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[2]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[2]:CLK,14181
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[2]:D,13682
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[2]:Q,14181
OSC_C0_0/OSC_C0_0/I_RCOSC_25_50MHZ_FAB_CLKINT/U0_RGB1_RGB3:An,
OSC_C0_0/OSC_C0_0/I_RCOSC_25_50MHZ_FAB_CLKINT/U0_RGB1_RGB3:YR,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_comb_proc.fsmsta_nxt25:A,7713
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_comb_proc.fsmsta_nxt25:B,7930
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_comb_proc.fsmsta_nxt25:Y,7713
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_92:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_92:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_0_sqmuxa_3:A,9137
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_0_sqmuxa_3:B,16203
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_0_sqmuxa_3:Y,9137
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[3]:A,17326
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[3]:B,17517
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[3]:C,17607
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[3]:D,16242
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/indelay_5[3]:Y,16242
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_138:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_138:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_227:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_227:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_137:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_137:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_2_4_0_.m16:A,15216
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_2_4_0_.m16:B,15164
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_2_4_0_.m16:C,15309
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_2_4_0_.m16:Y,15164
TEMP1_MSS_0/I2C_1_SCL_PAD/U_IOINFF:A,
TEMP1_MSS_0/I2C_1_SCL_PAD/U_IOINFF:Y,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_a4[2]:A,11587
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_a4[2]:B,16332
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_a4[2]:C,14164
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_a4[2]:Y,11587
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint_ff_4:A,14332
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint_ff_4:B,17499
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint_ff_4:Y,14332
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_38:IPA,
SCLO_obuf[0]/U0/U_IOPAD:D,
SCLO_obuf[0]/U0/U_IOPAD:E,
SCLO_obuf[0]/U0/U_IOPAD:PAD,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_195:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_195:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_PCLK_count1_1.CO1:A,16299
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_PCLK_count1_1.CO1:B,16345
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_PCLK_count1_1.CO1:C,8900
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_PCLK_count1_1.CO1:Y,8900
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet_RNO[2]:A,17406
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet_RNO[2]:B,17538
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet_RNO[2]:C,17465
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet_RNO[2]:D,17338
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet_RNO[2]:Y,17338
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_40:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_40:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIIK8BN[3]:A,11436
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIIK8BN[3]:B,11414
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIIK8BN[3]:C,12506
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIIK8BN[3]:D,11552
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIIK8BN[3]:Y,11414
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_280:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_280:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack_bit:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack_bit:CLK,16445
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack_bit:D,17080
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack_bit:EN,11360
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ack_bit:Q,16445
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_169:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_34:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_14:IPA,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_1[3]:A,13063
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_1[3]:B,12851
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_1[3]:C,16178
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_1[3]:D,15166
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_1[3]:Y,12851
TEMP1_MSS_0/I2C_1_SDA_PAD/U_IOPAD:D,
TEMP1_MSS_0/I2C_1_SDA_PAD/U_IOPAD:E,
TEMP1_MSS_0/I2C_1_SDA_PAD/U_IOPAD:PAD,
TEMP1_MSS_0/I2C_1_SDA_PAD/U_IOPAD:Y,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:CAN_RXBUS_F2H_SCP,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:CAN_TXBUS_F2H_SCP,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:CAN_TX_EBL_F2H_SCP,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:CLK_BASE,9137
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:CLK_MDDR_APB,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:COLF,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:CRSF,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2HCALIB,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[0],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[10],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[11],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[12],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[13],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[14],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[15],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[1],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[2],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[3],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[4],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[5],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[6],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[7],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[8],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2H_INTERRUPT[9],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2_DMAREADY[0],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:F2_DMAREADY[1],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_AVALID,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_HOSTDISCON,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_IDDIG,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_LINESTATE[0],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_LINESTATE[1],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_M3_RESET_N,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_PLL_LOCK,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_RXACTIVE,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_RXERROR,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_RXVALID,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_RXVALIDH,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_SESSEND,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_TXREADY,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_VBUSVALID,
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_VSTATUS[0],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_VSTATUS[1],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_VSTATUS[2],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_VSTATUS[3],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_VSTATUS[4],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_VSTATUS[5],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_VSTATUS[6],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_VSTATUS[7],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_XDATAIN[0],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_XDATAIN[1],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_XDATAIN[2],
TEMP1_MSS_0/MSS_ADLIB_INST/INST_MSS_005_IP:FAB_XDATAIN[3],
