pin,slack
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_a4_0[1]:A,10470
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_a4_0[1]:B,15050
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_a4_0[1]:C,12719
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_cnst_0_a4_0[1]:Y,10470
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[2]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[2]:CLK,14218
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[2]:D,17081
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[2]:EN,12386
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[2]:Q,14218
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_156:IPA,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[3]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[3]:CLK,13802
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[3]:D,11410
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sercon[3]:Q,13802
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_31:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_31:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/counter_PRESETN_2:A,9916
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/counter_PRESETN_2:B,8832
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/counter_PRESETN_2:C,9774
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/counter_PRESETN_2:D,9871
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/counter_PRESETN_2:Y,8832
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_11:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[0]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[0]:CLK,9845
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[0]:D,13879
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[0]:Q,9845
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_counter1_proc.PCLK_count189:A,11053
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_counter1_proc.PCLK_count189:B,11178
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_counter1_proc.PCLK_count189:C,11113
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_counter1_proc.PCLK_count189:Y,11053
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_5[2]:A,16390
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_5[2]:B,14187
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_5[2]:C,17317
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_5[2]:Y,14187
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_PSELi_GEN[0].un13_PSELi:A,10488
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_PSELi_GEN[0].un13_PSELi:B,10284
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_PSELi_GEN[0].un13_PSELi:C,10350
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_PSELi_GEN[0].un13_PSELi:D,10062
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_PSELi_GEN[0].un13_PSELi:Y,10062
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_o3_0_0_0[3]:A,15184
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_o3_0_0_0[3]:B,15165
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_o3_0_0_0[3]:C,15193
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_o3_0_0_0[3]:Y,15165
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_26:IPA,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_2_4_0_.m5:A,16265
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_2_4_0_.m5:B,16123
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_2_4_0_.m5:C,16371
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_2_4_0_.m5:D,15014
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_write_proc.sersta_2_4_0_.m5:Y,15014
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_1[2]:A,15008
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_1[2]:B,15095
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_1[2]:C,13924
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_a3_1[2]:Y,13924
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_210:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_210:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2[3]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2[3]:CLK,15182
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2[3]:D,14187
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2[3]:Q,15182
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_154:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_89:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_89:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint:CLK,11991
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint:D,14332
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint:EN,14078
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLKint:Q,11991
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3_2[3]:A,14093
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3_2[3]:B,14093
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3_2[3]:C,13994
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_3_3_2[3]:Y,13994
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_ov:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_ov:CLK,17544
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_ov:D,13985
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count2_ov:Q,17544
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_0_0[2]:A,14379
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_0_0[2]:B,12205
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_0_0[2]:C,12083
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_nxt_cnst_0_0[2]:Y,12083
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_181:IPA,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0[0]:A,15318
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0[0]:B,14207
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0[0]:C,16330
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0[0]:D,16199
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod_ns_0_0[0]:Y,14207
COREI2C_C0_0/COREI2C_C0_0/g_seradr0_reg_bits.genblk1.seradr0apb[6]:ALn,
COREI2C_C0_0/COREI2C_C0_0/g_seradr0_reg_bits.genblk1.seradr0apb[6]:CLK,14092
COREI2C_C0_0/COREI2C_C0_0/g_seradr0_reg_bits.genblk1.seradr0apb[6]:D,17023
COREI2C_C0_0/COREI2C_C0_0/g_seradr0_reg_bits.genblk1.seradr0apb[6]:EN,13427
COREI2C_C0_0/COREI2C_C0_0/g_seradr0_reg_bits.genblk1.seradr0apb[6]:Q,14092
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_adrcomp_2_sqmuxa_1:A,16316
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_adrcomp_2_sqmuxa_1:B,17425
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_adrcomp_2_sqmuxa_1:Y,16316
SDAI_ibuf[0]/U0/U_IOINFF:A,
SDAI_ibuf[0]/U0/U_IOINFF:Y,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_PCLK_count2_1.CO1:A,16427
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_PCLK_count2_1.CO1:B,16390
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_PCLK_count2_1.CO1:C,16518
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_PCLK_count2_1.CO1:Y,16390
CoreAPB3_C0_0/CoreAPB3_C0_0/iPSELS[0]:A,10239
CoreAPB3_C0_0/CoreAPB3_C0_0/iPSELS[0]:B,9137
CoreAPB3_C0_0/CoreAPB3_C0_0/iPSELS[0]:C,10547
CoreAPB3_C0_0/CoreAPB3_C0_0/iPSELS[0]:D,10256
CoreAPB3_C0_0/CoreAPB3_C0_0/iPSELS[0]:Y,9137
OSC_C0_0/OSC_C0_0/I_RCOSC_25_50MHZ/U0:CLKOUT,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_133:IPA,
SYSRESET_0_POWER_ON_RESET_N_netprop_RNIF4GB/U0_RGB1_RGB5:An,
SYSRESET_0_POWER_ON_RESET_N_netprop_RNIF4GB/U0_RGB1_RGB5:YR,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ens1_pre_4_sqmuxa:A,10470
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ens1_pre_4_sqmuxa:B,11787
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/ens1_pre_4_sqmuxa:Y,10470
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_192:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_192:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_192:IPC,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_framesync_1_1.CO2:A,11725
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_framesync_1_1.CO2:B,16281
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/un1_framesync_1_1.CO2:Y,11725
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIP740B[3]:A,9837
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIP740B[3]:B,9755
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIP740B[3]:C,9888
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIP740B[3]:Y,9755
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat_RNO[7]:A,17470
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat_RNO[7]:B,15297
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat_RNO[7]:C,9757
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat_RNO[7]:D,11380
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat_RNO[7]:Y,9757
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_141:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_141:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_261:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_261:IPB,
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[3]:A,13472
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[3]:B,13684
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[3]:C,13460
CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA[3]:Y,13460
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[1]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[1]:CLK,9743
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[1]:D,9759
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[1]:EN,9863
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/serdat[1]:Q,9743
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[5]_CC_0:CC[6],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[5]_CC_0:CC[7],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[5]_CC_0:P[6],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[5]_CC_0:P[7],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[5]_CC_0:UB[6],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[5]_CC_0:UB[7],
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[6]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[6]:CLK,17405
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[6]:D,17377
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmdet[6]:Q,17405
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg_4[1]:A,17356
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg_4[1]:B,17599
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg_4[1]:Y,17356
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIECGLE[3]:A,11839
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIECGLE[3]:B,13899
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIECGLE[3]:Y,11839
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_70:IPB,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_171:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_171:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_RNO[4]:A,17153
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_RNO[4]:B,15164
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_RNO[4]:C,17529
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_RNO[4]:D,17361
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/sersta_RNO[4]:Y,15164
OSC_C0_0/OSC_C0_0/I_RCOSC_25_50MHZ_FAB_CLKINT/U0_RGB1_RGB0:An,
OSC_C0_0/OSC_C0_0/I_RCOSC_25_50MHZ_FAB_CLKINT/U0_RGB1_RGB0:YR,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_7_sqmuxa:A,12980
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_7_sqmuxa:B,9880
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_7_sqmuxa:C,13128
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_7_sqmuxa:D,13074
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_7_sqmuxa:Y,9880
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_2:A,13458
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_2:IPA,13458
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_1_sqmuxa:A,13870
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_1_sqmuxa:B,10846
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_1_sqmuxa:C,14086
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_1_sqmuxa:D,14040
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_ov_1_sqmuxa:Y,10846
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[5]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[5]:CLK,9575
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[5]:D,13828
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmmod[5]:Q,9575
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_209:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_209:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg_4[2]:A,17364
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg_4[2]:B,17607
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SCLI_ff_reg_4[2]:Y,17364
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_1_sqmuxa_1:A,13951
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_1_sqmuxa_1:B,11704
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_1_sqmuxa_1:C,13861
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_1_sqmuxa_1:D,13928
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/bsd7_tmp_1_sqmuxa_1:Y,11704
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/framesync_write_proc.framesync12:A,15286
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/framesync_write_proc.framesync12:B,15405
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/framesync_write_proc.framesync12:C,15253
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/framesync_write_proc.framesync12:D,11839
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/framesync_write_proc.framesync12:Y,11839
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_60:IPA,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg_RNO[2]:A,17377
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg_RNO[2]:B,17638
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/SDAI_ff_reg_RNO[2]:Y,17377
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sercon_1_4:A,13882
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sercon_1_4:B,12717
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sercon_1_4:C,16154
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sercon_1_4:D,14154
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.un1_sercon_1_4:Y,12717
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_19[2]:A,8900
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_19[2]:B,8984
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_19[2]:C,17266
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PCLK_count1_19[2]:Y,8900
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_111:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_111:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.sersta63_1:A,10913
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.sersta63_1:B,11064
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/adrcomp_write_proc.sersta63_1:Y,10913
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIBEG0G[3]:A,10729
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIBEG0G[3]:B,10865
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIBEG0G[3]:C,9821
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIBEG0G[3]:D,9676
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsta_RNIBEG0G[3]:Y,9676
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_56:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_56:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_o3_0[2]:A,14243
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_o3_0[2]:B,16369
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync_ns_i_o3_0[2]:Y,14243
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_189:IPA,
TEMP1_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_106:IPB,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[5]:ALn,
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[5]:CLK,9916
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[5]:D,15043
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/fsmsync[5]:Q,9916
COREI2C_C0_0/COREI2C_C0_0/I2C_NUM_GENERATION[0].ui2c/PRDATA_3_1_0_wmux[4]_CC_0:CC[3],
