
. Module name, SLE, CFG, ARI1, BUFFER, MACC, RAM1K18, RAM64X18, GLOBAL, IO
. MSS_sys_i2c, 0, 0, 0, 0, 0, 0, 0, 1, 2
.	. MSS_sys_i2c_sb, 0, 0, 0, 0, 0, 0, 0, 1, 2
.	.	. MSS_sys_i2c_sb_CCC_0_FCCC, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	. MSS_sys_i2c_sb_FABOSC_0_OSC, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. MSS_sys_i2c_sb_MSS, 0, 0, 0, 0, 0, 0, 0, 0, 2
